xji,yji,thetaji,vj,wj,trueXji,trueYji,trueThetaji
-2.60705,-1.79879,5.77887,0.3,0.05,-2.55358,-1.85503,5.79693
-2.60787,-1.79482,5.77837,0.3,0.05,-2.55581,-1.8494,5.79659
-2.61046,-1.78788,5.77738,0.3,0.05,-2.55791,-1.84475,5.79597
-2.61356,-1.78125,5.77638,0.3,0.05,-2.5611,-1.83769,5.79447
-2.61571,-1.77401,5.77538,0.3,0.05,-2.56421,-1.83072,5.79361
-2.61742,-1.76653,5.77438,0.3,0.05,-2.56696,-1.82417,5.79246
-2.61895,-1.75901,5.77338,0.3,0.05,-2.54294,-1.83625,5.79875
-2.62028,-1.75565,5.77288,0.3,0.05,-2.56846,-1.8183,5.79245
-2.62144,-1.75219,5.77238,0.3,0.05,-2.5715,-1.81114,5.79136
-2.62433,-1.74568,5.77138,0.3,0.05,-2.57444,-1.80414,5.7899
-2.62713,-1.73914,5.77039,0.3,0.05,-2.57641,-1.79937,5.78934
-2.62941,-1.73231,5.76939,0.3,0.05,-2.57893,-1.79289,5.78831
-2.63069,-1.72487,5.76839,0.3,0.05,-2.5785,-1.79247,5.78853
-2.63089,-1.7209,5.76789,0.3,0.05,-2.58024,-1.78694,5.78798
-2.63184,-1.71743,5.76739,0.3,0.05,-2.58186,-1.7826,5.78759
-2.63391,-1.71064,5.76639,0.3,0.05,-2.58472,-1.77538,5.78608
-2.63556,-1.70364,5.76539,0.3,0.05,-2.5874,-1.76841,5.78494
-2.63704,-1.69658,5.76438,0.3,0.05,-2.56478,-1.7788,5.79073
-2.63773,-1.69306,5.76388,0.3,0.05,-2.57845,-1.76777,5.7867
-2.63852,-1.68962,5.76338,0.3,0.05,-2.59181,-1.75537,5.78294
-2.64066,-1.68309,5.76238,0.3,0.05,-2.5929,-1.75301,5.78253
-2.64204,-1.68006,5.76188,0.3,0.05,-2.57226,-1.75836,5.78713
-2.64324,-1.67669,5.76135,0.3,0.05,-2.58685,-1.74569,5.78272
-2.64529,-1.67043,5.76038,0.3,0.05,-2.57577,-1.74987,5.78535
-2.64774,-1.6681,5.75988,0.3,0.05,-2.58939,-1.73866,5.78158
-2.64999,-1.66564,5.75938,0.3,0.05,-2.6033,-1.72544,5.77768
-2.65253,-1.65947,5.75838,0.3,0.05,-2.60384,-1.72358,5.77712
-2.65382,-1.65642,5.75788,0.3,0.05,-2.60587,-1.71717,5.77615
-2.65482,-1.65319,5.75738,0.3,0.05,-2.60722,-1.71283,5.77559
-2.65665,-1.64665,5.75638,0.3,0.05,-2.60793,-1.71064,5.77537
-2.65768,-1.64347,5.75588,0.3,0.05,-2.61161,-1.70149,5.77304
-2.65861,-1.64025,5.75538,0.3,0.05,-2.61389,-1.69457,5.77183
-2.66039,-1.63376,5.75438,0.3,0.05,-2.61577,-1.6882,5.77076
-2.66244,-1.62749,5.75338,0.3,0.05,-2.61706,-1.68384,5.77002
-2.66415,-1.62105,5.75238,0.3,0.05,-2.59465,-1.69465,5.7756
-2.66518,-1.61795,5.75188,0.3,0.05,-2.60732,-1.6841,5.77214
-2.66589,-1.61467,5.75138,0.3,0.05,-2.59575,-1.68882,5.7747
-2.66699,-1.61164,5.75088,0.3,0.05,-2.62246,-1.66705,5.76685
-2.66848,-1.60885,5.75038,0.3,0.05,-2.62417,-1.66192,5.76585
-2.67028,-1.60257,5.74938,0.3,0.05,-2.62485,-1.65965,5.76545
-2.67094,-1.59923,5.74887,0.3,0.05,-2.62609,-1.65529,5.76485
-2.67179,-1.59616,5.74838,0.3,0.05,-2.62646,-1.6535,5.7645
-2.67379,-1.59372,5.74788,0.3,0.05,-2.62761,-1.64923,5.76363
-2.67519,-1.59091,5.74738,0.3,0.05,-2.62779,-1.64737,5.76341
-2.67621,-1.58788,5.74688,0.3,0.05,-2.62971,-1.64092,5.76236
-2.67701,-1.58473,5.74638,0.3,0.05,-2.63083,-1.63667,5.7614
-2.6779,-1.57805,5.74538,0.3,0.05,-2.60827,-1.64765,5.76697
-2.6786,-1.57489,5.74488,0.3,0.05,-2.63459,-1.6255,5.75898
-2.67906,-1.57159,5.74438,0.3,0.05,-2.62462,-1.62757,5.76119
-2.67986,-1.56497,5.74338,0.3,0.05,-2.61245,-1.63306,5.76389
-2.68022,-1.56167,5.74288,0.3,0.05,-2.6256,-1.62184,5.76007
-2.68088,-1.55855,5.74238,0.3,0.05,-2.61466,-1.62638,5.76271
-2.68163,-1.5555,5.74188,0.3,0.05,-2.62701,-1.61577,5.75911
-2.68202,-1.55225,5.74138,0.3,0.05,-2.61572,-1.62053,5.76172
-2.68271,-1.54918,5.74088,0.3,0.05,-2.64029,-1.60092,5.75455
-2.68347,-1.5461,5.74037,0.3,0.05,-2.64199,-1.59546,5.75341
-2.68495,-1.54014,5.73938,0.3,0.05,-2.61969,-1.60589,5.7587
-2.6856,-1.5371,5.73888,0.3,0.05,-2.63305,-1.59445,5.75475
-2.68649,-1.53412,5.73837,0.3,0.05,-2.6452,-1.58223,5.75071
-2.68806,-1.52829,5.73738,0.3,0.05,-2.64562,-1.58021,5.7504
-2.6897,-1.52584,5.73688,0.3,0.05,-2.64687,-1.5741,5.74942
-2.69109,-1.52324,5.73638,0.3,0.05,-2.64806,-1.56816,5.74809
-2.69294,-1.51746,5.73537,0.3,0.05,-2.64943,-1.56142,5.74688
-2.69484,-1.51188,5.73438,0.3,0.05,-2.6403,-1.56231,5.74846
-2.69611,-1.50591,5.73339,0.3,0.05,-2.62836,-1.56796,5.75106
-2.69728,-1.50322,5.73289,0.3,0.05,-2.65256,-1.54818,5.74402
-2.69794,-1.50025,5.73239,0.3,0.05,-2.65364,-1.54221,5.74305
-2.69893,-1.49419,5.73139,0.3,0.05,-2.64305,-1.54501,5.74486
-2.6996,-1.48801,5.73039,0.3,0.05,-2.65539,-1.53235,5.74099
-2.70029,-1.48189,5.72939,0.3,0.05,-2.6328,-1.54414,5.74671
-2.69995,-1.47846,5.7289,0.3,0.05,-2.64566,-1.53181,5.74244
-2.69984,-1.47517,5.7284,0.3,0.05,-2.65795,-1.5194,5.73812
-2.69967,-1.46871,5.7274,0.3,0.05,-2.65829,-1.51738,5.73783
-2.69985,-1.46565,5.7269,0.3,0.05,-2.65893,-1.51348,5.7372
-2.69968,-1.4624,5.7264,0.3,0.05,-2.65923,-1.51155,5.73688
-2.69939,-1.45905,5.72589,0.3,0.05,-2.65982,-1.50766,5.73619
-2.6991,-1.45584,5.7254,0.3,0.05,-2.66071,-1.50185,5.7348
-2.69899,-1.44962,5.7244,0.3,0.05,-2.66098,-1.50002,5.73451
-2.69917,-1.44665,5.7239,0.3,0.05,-2.66142,-1.49629,5.73393
-2.69961,-1.44385,5.7234,0.3,0.05,-2.6627,-1.48921,5.73194
-2.6994,-1.43768,5.7224,0.3,0.05,-2.64051,-1.50102,5.73757
-2.69892,-1.43444,5.7219,0.3,0.05,-2.65231,-1.49029,5.73392
-2.69811,-1.43103,5.7214,0.3,0.05,-2.64134,-1.4952,5.73654
-2.69737,-1.42763,5.72089,0.3,0.05,-2.66489,-1.47553,5.72928
-2.69671,-1.42442,5.7204,0.3,0.05,-2.66558,-1.47003,5.72806
-2.69669,-1.41858,5.7194,0.3,0.05,-2.65479,-1.47362,5.73058
-2.69618,-1.41256,5.7184,0.3,0.05,-2.64253,-1.47975,5.73322
-2.69561,-1.40943,5.71789,0.3,0.05,-2.65593,-1.46661,5.72852
-2.69487,-1.40623,5.71739,0.3,0.05,-2.64462,-1.47187,5.73127
-2.69414,-1.40306,5.71689,0.3,0.05,-2.66804,-1.4521,5.72421
-2.69398,-1.40021,5.71639,0.3,0.05,-2.66846,-1.44835,5.72355
-2.69361,-1.39447,5.71539,0.3,0.05,-2.66864,-1.44662,5.72316
-2.69349,-1.39169,5.71488,0.3,0.05,-2.66922,-1.44107,5.72169
-2.69304,-1.38876,5.71438,0.3,0.05,-2.66888,-1.43722,5.72136
-2.69302,-1.38321,5.71336,0.3,0.05,-2.66957,-1.43307,5.72027
-2.69293,-1.37791,5.71238,0.3,0.05,-2.67073,-1.42616,5.71839
-2.69336,-1.3728,5.71138,0.3,0.05,-2.64829,-1.43853,5.72414
-2.69366,-1.37034,5.71087,0.3,0.05,-2.67142,-1.41885,5.71709
-2.6943,-1.36806,5.71037,0.3,0.05,-2.6606,-1.42225,5.71926
-2.69452,-1.36293,5.70937,0.3,0.05,-2.67161,-1.41085,5.716
-2.69395,-1.35744,5.70837,0.3,0.05,-2.67144,-1.40651,5.71542
-2.69395,-1.3523,5.70736,0.3,0.05,-2.64927,-1.41848,5.72077
-2.69338,-1.3495,5.70686,0.3,0.05,-2.67283,-1.39758,5.71356
-2.69312,-1.34687,5.70636,0.3,0.05,-2.67308,-1.394,5.71291
-2.69226,-1.34142,5.70536,0.3,0.05,-2.65031,-1.40682,5.71862
-2.69195,-1.33882,5.70486,0.3,0.05,-2.67349,-1.3869,5.7114
-2.69185,-1.33634,5.70435,0.3,0.05,-2.67276,-1.38351,5.71144
-2.69171,-1.33136,5.70335,0.3,0.05,-2.67274,-1.38039,5.71094
-2.69194,-1.32661,5.70235,0.3,0.05,-2.6499,-1.39341,5.7166
-2.69243,-1.32447,5.70185,0.3,0.05,-2.67379,-1.37183,5.70882
-2.69313,-1.32244,5.70134,0.3,0.05,-2.67405,-1.36643,5.7081
-2.69391,-1.31796,5.70033,0.3,0.05,-2.67388,-1.3615,5.70703
-2.69477,-1.31364,5.69934,0.3,0.05,-2.6737,-1.35895,5.70666
-2.69569,-1.30933,5.69834,0.3,0.05,-2.6505,-1.37283,5.71314
-2.69699,-1.30756,5.69783,0.3,0.05,-2.67313,-1.35351,5.70611
-2.69869,-1.30607,5.69734,0.3,0.05,-2.67375,-1.3472,5.7045
-2.69982,-1.30186,5.69634,0.3,0.05,-2.67365,-1.34195,5.70379
-2.70036,-1.29739,5.69534,0.3,0.05,-2.67403,-1.33821,5.70291
-2.70079,-1.2929,5.69434,0.3,0.05,-2.67403,-1.33661,5.70254
-2.70099,-1.29065,5.69384,0.3,0.05,-2.67336,-1.33446,5.70222
-2.70078,-1.28822,5.69334,0.3,0.05,-2.67293,-1.33367,5.7023
-2.70071,-1.28586,5.69284,0.3,0.05,-2.66172,-1.33783,5.70497
-2.70011,-1.28327,5.69234,0.3,0.05,-2.65024,-1.34377,5.70768
-2.69968,-1.28077,5.69184,0.3,0.05,-2.67244,-1.32448,5.70065
-2.69973,-1.27846,5.69133,0.3,0.05,-2.66206,-1.3269,5.70272
-2.69915,-1.27372,5.69035,0.3,0.05,-2.6507,-1.33264,5.70538
-2.69886,-1.27134,5.68985,0.3,0.05,-2.6617,-1.32208,5.70165
-2.69883,-1.2691,5.68935,0.3,0.05,-2.65065,-1.32763,5.70419
-2.69845,-1.2667,5.68885,0.3,0.05,-2.67139,-1.31048,5.69798
-2.69801,-1.26429,5.68835,0.3,0.05,-2.67147,-1.30726,5.69767
-2.69763,-1.25975,5.68735,0.3,0.05,-2.67133,-1.30583,5.69741
-2.69717,-1.25736,5.68685,0.3,0.05,-2.67091,-1.30145,5.69639
-2.69554,-1.25445,5.68635,0.3,0.05,-2.67111,-1.29746,5.69534
-2.6937,-1.24937,5.68535,0.3,0.05,-2.67134,-1.29527,5.695
-2.69219,-1.2466,5.68485,0.3,0.05,-2.67123,-1.29191,5.69433
-2.69048,-1.24375,5.68435,0.3,0.05,-2.67024,-1.28858,5.69372
-2.68905,-1.23903,5.68335,0.3,0.05,-2.66974,-1.28787,5.69364
-2.68789,-1.23651,5.68285,0.3,0.05,-2.66942,-1.28498,5.6933
-2.68808,-1.23463,5.68235,0.3,0.05,-2.6689,-1.28076,5.69243
-2.68793,-1.23061,5.68135,0.3,0.05,-2.66871,-1.27933,5.6921
-2.68782,-1.22861,5.68085,0.3,0.05,-2.6684,-1.27638,5.69139
-2.68777,-1.22665,5.68034,0.3,0.05,-2.6685,-1.27443,5.69087
-2.68803,-1.22483,5.67984,0.3,0.05,-2.66868,-1.2704,5.69017
-2.68872,-1.22322,5.67934,0.3,0.05,-2.66858,-1.26879,5.68973
-2.68919,-1.2215,5.67884,0.3,0.05,-2.66758,-1.26724,5.68954
-2.6895,-1.21972,5.67834,0.3,0.05,-2.66702,-1.26657,5.68948
-2.68993,-1.21795,5.67783,0.3,0.05,-2.65572,-1.2711,5.69212
-2.68936,-1.21582,5.67734,0.3,0.05,-2.66603,-1.25962,5.68815
-2.68863,-1.2117,5.67634,0.3,0.05,-2.66539,-1.2555,5.68717
-2.68718,-1.2073,5.67534,0.3,0.05,-2.66546,-1.24983,5.68595
-2.68569,-1.20292,5.67433,0.3,0.05,-2.66416,-1.24706,5.68534
-2.68385,-1.19852,5.67334,0.3,0.05,-2.66361,-1.24636,5.68525
-2.68281,-1.1963,5.67284,0.3,0.05,-2.65259,-1.25082,5.68749
-2.68186,-1.19413,5.67234,0.3,0.05,-2.66249,-1.23962,5.6838
-2.68037,-1.18999,5.67134,0.3,0.05,-2.64013,-1.25334,5.68952
-2.67967,-1.18799,5.67084,0.3,0.05,-2.65121,-1.24291,5.68573
-2.67863,-1.18585,5.67034,0.3,0.05,-2.63942,-1.24949,5.68861
-2.67752,-1.1837,5.66983,0.3,0.05,-2.66138,-1.22921,5.68129
-2.67703,-1.18185,5.66933,0.3,0.05,-2.66022,-1.22791,5.68114
-2.67642,-1.17827,5.66833,0.3,0.05,-2.63725,-1.24254,5.68715
-2.6765,-1.1767,5.66783,0.3,0.05,-2.64798,-1.23226,5.68342
-2.6761,-1.17492,5.66733,0.3,0.05,-2.65843,-1.22064,5.67957
-2.67603,-1.17166,5.66633,0.3,0.05,-2.65765,-1.21688,5.67864
-2.67561,-1.16827,5.66533,0.3,0.05,-2.65684,-1.21305,5.67763
-2.67543,-1.16502,5.66433,0.3,0.05,-2.65663,-1.2117,5.67727
-2.67561,-1.16354,5.66383,0.3,0.05,-2.6555,-1.21029,5.67724
-2.67524,-1.16182,5.66333,0.3,0.05,-2.63318,-1.22472,5.68314
-2.6748,-1.16006,5.66281,0.3,0.05,-2.64351,-1.21474,5.67949
-2.67416,-1.15825,5.66231,0.3,0.05,-2.65353,-1.20343,5.67543
-2.6728,-1.15461,5.66131,0.3,0.05,-2.65326,-1.20219,5.67531
-2.67221,-1.1529,5.66082,0.3,0.05,-2.65269,-1.19973,5.67468
-2.67149,-1.15111,5.66032,0.3,0.05,-2.63042,-1.21381,5.6804
-2.67124,-1.14954,5.65982,0.3,0.05,-2.6515,-1.19499,5.67336
-2.67115,-1.14804,5.65932,0.3,0.05,-2.64977,-1.19312,5.67322
-2.66988,-1.14459,5.65832,0.3,0.05,-2.6492,-1.19067,5.67256
-2.66929,-1.14148,5.65732,0.3,0.05,-2.64833,-1.18701,5.67138
-2.66883,-1.13845,5.65632,0.3,0.05,-2.64805,-1.18578,5.67117
-2.66864,-1.13698,5.65582,0.3,0.05,-2.64747,-1.18343,5.67067
-2.66794,-1.1353,5.65532,0.3,0.05,-2.64651,-1.17997,5.66971
-2.6666,-1.13199,5.65432,0.3,0.05,-2.64618,-1.17894,5.6694
-2.66565,-1.13025,5.65382,0.3,0.05,-2.64454,-1.17883,5.66953
-2.66497,-1.12863,5.65332,0.3,0.05,-2.64371,-1.17501,5.66852
-2.66376,-1.12546,5.65231,0.3,0.05,-2.64341,-1.17379,5.66817
-2.66314,-1.12391,5.65181,0.3,0.05,-2.6428,-1.17143,5.66739
-2.66279,-1.12248,5.65131,0.3,0.05,-2.6425,-1.17028,5.66688
-2.66205,-1.12093,5.65082,0.3,0.05,-2.6419,-1.16798,5.66645
-2.6615,-1.11945,5.65032,0.3,0.05,-2.64159,-1.16691,5.66614
-2.66079,-1.11791,5.64981,0.3,0.05,-2.64056,-1.16369,5.6652
-2.65971,-1.11623,5.64931,0.3,0.05,-2.6388,-1.16394,5.66519
-2.65886,-1.11343,5.64831,0.3,0.05,-2.63817,-1.16355,5.66537
-2.65774,-1.11177,5.64781,0.3,0.05,-2.63772,-1.16083,5.66457
-2.65706,-1.11031,5.64731,0.3,0.05,-2.63738,-1.15978,5.66426
-2.65662,-1.10896,5.64681,0.3,0.05,-2.63674,-1.15748,5.66352
-2.65607,-1.10758,5.64631,0.3,0.05,-2.63644,-1.15637,5.66293
-2.65551,-1.1062,5.64581,0.3,0.05,-2.63582,-1.15415,5.66246
-2.65403,-1.10446,5.64531,0.3,0.05,-2.63551,-1.15311,5.66215
-2.65302,-1.10293,5.64481,0.3,0.05,-2.63483,-1.15098,5.66151
-2.65158,-1.10124,5.64431,0.3,0.05,-2.63447,-1.15005,5.66123
-2.64978,-1.09943,5.64381,0.3,0.05,-2.63231,-1.15074,5.66132
-2.64826,-1.09775,5.6433,0.3,0.05,-2.63197,-1.1502,5.66115
-2.64682,-1.09613,5.6428,0.3,0.05,-2.63123,-1.14823,5.6608
-2.6451,-1.09442,5.6423,0.3,0.05,-2.63044,-1.14459,5.65962
-2.64386,-1.09187,5.64129,0.3,0.05,-2.63014,-1.14355,5.65906
-2.64292,-1.09054,5.6408,0.3,0.05,-2.61882,-1.14911,5.66147
-2.64191,-1.08918,5.64029,0.3,0.05,-2.62852,-1.13836,5.65751
-2.64064,-1.08675,5.63929,0.3,0.05,-2.62624,-1.1381,5.65727
-2.63961,-1.08443,5.63828,0.3,0.05,-2.6245,-1.13635,5.6569
-2.63934,-1.0825,5.63729,0.3,0.05,-2.62445,-1.13522,5.65652
-2.63933,-1.08161,5.63679,0.3,0.05,-2.62393,-1.1328,5.6557
-2.63929,-1.08072,5.63629,0.3,0.05,-2.62298,-1.12978,5.65428
-2.63856,-1.07861,5.63527,0.3,0.05,-2.62265,-1.12877,5.65393
-2.63788,-1.07748,5.63477,0.3,0.05,-2.62201,-1.12685,5.65349
-2.63784,-1.07663,5.63428,0.3,0.05,-2.62164,-1.12597,5.65321
-2.63829,-1.07597,5.63378,0.3,0.05,-2.61912,-1.12647,5.65313
-2.63892,-1.07538,5.63328,0.3,0.05,-2.61828,-1.12497,5.65257
-2.63865,-1.07354,5.63228,0.3,0.05,-2.59657,-1.13963,5.6585
-2.63898,-1.07282,5.63177,0.3,0.05,-2.60661,-1.12998,5.65477
-2.63922,-1.07209,5.63128,0.3,0.05,-2.61631,-1.11924,5.65035
-2.63894,-1.07027,5.63027,0.3,0.05,-2.5944,-1.13404,5.65623
-2.6394,-1.06964,5.62978,0.3,0.05,-2.60505,-1.12398,5.6524
-2.63983,-1.06898,5.62928,0.3,0.05,-2.61308,-1.11659,5.64942
-2.63969,-1.06726,5.62828,0.3,0.05,-2.61249,-1.11624,5.64913
-2.63876,-1.06606,5.62778,0.3,0.05,-2.61166,-1.11484,5.64848
-2.63771,-1.06483,5.62728,0.3,0.05,-2.61127,-1.11417,5.6483
-2.63584,-1.06328,5.62678,0.3,0.05,-2.61048,-1.11265,5.64789
-2.63435,-1.06192,5.62628,0.3,0.05,-2.61016,-1.11181,5.64756
-2.63331,-1.06075,5.62578,0.3,0.05,-2.60958,-1.10981,5.64643
-2.63249,-1.05969,5.62528,0.3,0.05,-2.58806,-1.12452,5.65206
-2.63171,-1.05865,5.62478,0.3,0.05,-2.59774,-1.11523,5.64858
-2.63059,-1.0575,5.62428,0.3,0.05,-2.58708,-1.12199,5.65113
-2.62979,-1.05648,5.62378,0.3,0.05,-2.60552,-1.10738,5.64523
-2.62916,-1.05555,5.62328,0.3,0.05,-2.60503,-1.10583,5.64447
-2.62819,-1.05382,5.62228,0.3,0.05,-2.60463,-1.1052,5.64416
-2.62767,-1.05296,5.62178,0.3,0.05,-2.60385,-1.10388,5.64383
-2.62757,-1.05227,5.62128,0.3,0.05,-2.60346,-1.10317,5.64355
-2.62672,-1.0513,5.62078,0.3,0.05,-2.60257,-1.10062,5.64209
-2.62624,-1.05047,5.62027,0.3,0.05,-2.60162,-1.09919,5.64137
-2.62528,-1.04887,5.61928,0.3,0.05,-2.6016,-1.09819,5.64112
-2.62546,-1.04834,5.61878,0.3,0.05,-2.59921,-1.09908,5.64109
-2.62485,-1.0475,5.61828,0.3,0.05,-2.59843,-1.09784,5.64043
-2.62394,-1.04596,5.61727,0.3,0.05,-2.57691,-1.11296,5.64623
-2.62273,-1.04493,5.61678,0.3,0.05,-2.5969,-1.09548,5.63946
-2.62225,-1.04418,5.61628,0.3,0.05,-2.59595,-1.09325,5.63808
-2.62139,-1.04276,5.61528,0.3,0.05,-2.59531,-1.09176,5.63727
-2.62084,-1.04148,5.61428,0.3,0.05,-2.59498,-1.09108,5.63692
-2.61989,-1.0406,5.61378,0.3,0.05,-2.5931,-1.09248,5.63755
-2.61882,-1.03968,5.61328,0.3,0.05,-2.59265,-1.09209,5.63711
-2.61907,-1.03929,5.61278,0.3,0.05,-2.5919,-1.09092,5.63637
-2.61912,-1.03883,5.61228,0.3,0.05,-2.59123,-1.09062,5.63613
-2.61836,-1.03805,5.61178,0.3,0.05,-2.59079,-1.08931,5.63541
-2.61751,-1.03725,5.61128,0.3,0.05,-2.59044,-1.08878,5.63533
-2.61703,-1.03659,5.61077,0.3,0.05,-2.58974,-1.08765,5.6344
